"dates","title","ressort"
2007-05-06,"Angstschweiß im Endspurt","Sport"
2007-05-06,"Rostock, Fürth und Kaiserslautern patzen","Sport"
2007-05-06,"In die Falle getappt","Sport"
2007-05-05,"Alle Spiele, alle Tore, alle alles","Sport"
2007-05-05,"Siegertypen und Kämpfernaturen","Sport"
2007-05-05,"Schalke hält Stuttgart auf Distanz","Sport"
2007-05-04,"Alle Spiele, alle Tore, alle alles","Sport"
2007-05-04,"Herzlichen Glückwunsch, VfB Stuttgart?","Sport"
2007-05-04,"Schwitzen für den Titel","Sport"
2007-05-03,"Hohe Geldstrafe für Hansa Rostock","Sport"
2007-05-03,"Urlaubsperre in Gelsenkirchen, Urlaub für Lippi","Sport"
2007-05-02,"Hitzfeld bringt Rensing, Liverpool-Torhüter ausgeraubt","Sport"
2007-04-30,"Hansa-Fans randalieren in Essen","Sport"
2007-04-30,"Toni-Wechsel in der Schwebe, DFB-Stab in England","Sport"
2007-04-30,"""Die Bayern haben jeden Spott verdient""","Sport"
2007-04-30,"Ruhepole, Routiniers und Robuste","Sport"
2007-04-29,"PSV holt Titel hauchdünn vor Ajax","Sport"
2007-04-29,"Karlsruhe kehrt nach neun Jahren in die Bundesliga zurück","Sport"
2007-04-29,"Klose ein Fall für die DFL, Wehen steigt auf","Sport"
2007-04-29,"Titelkampf XY ungelöst","Sport"
2007-04-28,"Alle Spiele, alle Tore, alle alles","Sport"
2007-04-28,"Fassungslos in Bielefeld","Sport"
2007-04-28,"St. Pauli eilt Aufstieg entgegen","Sport"
2007-04-27,"Schalke strauchelt in Bochum","Sport"
2007-04-27,"Favoriten geben sich keine Blöße","Sport"
2007-04-27,"Alle Spiele, alle Tore, alle alles","Sport"
2007-04-27,"Titelkampf und leidende Brüder","Sport"
2007-04-26,"Tournee der Torturen","Sport"
2007-04-22,"Brasilianer im Rampenlicht, Bochumer im Höhenflug","Sport"
2007-04-22,"Kahn spielt jetzt beim FC Schnulli-Bulli","Sport"
2007-04-22,"Materazzi macht Mailand zum Meister, Chelsea strauchelt","Sport"
2007-04-21,"Schwaben schießen Bayern in den Teufelskreis","Sport"
2007-04-21,"ManU schwächelt, Juventus marschiert","Sport"
2007-04-21,"Alle Spiele, alle Tore, alle alles","Sport"
2007-04-21,"Stuttgart schüttelt Bayern ab, Schalke nervenstark","Sport"
2007-04-21,"Ohne Hose und neben der Kappe","Sport"
2007-04-20,"Grass trommelt für Finke","Sport"
2007-04-20,"Willkommen im Penthouse der Bundesliga","Sport"
2007-04-20,"Bekenner und Orientierungslose","Sport"
2007-04-16,"""Holt die Antidepressiva raus, Fortuna spielt!""","Sport"
2007-04-15,"Barcelonas spätes Glück","Sport"
2007-04-14,"ManU im Pokalfinale, Real verliert die Nerven","Sport"
2007-04-14,"Alle Spiele, alle Tore, alle alles","Sport"
2007-04-14,"Schalke setzt Bayern und Bremen unter Druck","Sport"
2007-04-14,"Heine jubelt, Lincoln zaubert","Sport"
2007-04-13,"Alle Spiele, alle Tore, alle alles","Sport"
2007-04-13,"Drei Jäger und das ängstliche Dutzend","Sport"
2007-04-11,"Der Fluch der eckigen Pfosten","Sport"
2007-04-10,"Götz gefeuert - Heine wird Nachfolger","Sport"
2007-04-09,"Erfolgreiches Ende für deutsche Profis","Sport"
2007-04-09,"Mourinho prophezeit vier Titel, Valencia eine Schlacht","Sport"
2007-04-09,"Deutsches Team feiert zweiten Platz","Sport"
2007-04-09,"Jubelnder König, fassungsloser Knappe","Sport"
2007-04-08,"Neun Burghausener blamieren Lautern","Sport"
2007-04-08,"Buffalo bestes Team der Vorrunde","Sport"
2007-04-08,"Dallas dicht am Conference-Titel","Sport"
2007-04-07,"Sozialistische Weltklasse im Tabellenkeller","Sport"
2007-04-07,"Alle Spiele, alle Tore, alle alles","Sport"
2007-04-07,"Schalke hält Stuttgart und Bayern in Schach","Sport"
2007-04-07,"Berlin am Boden, Stuttgart im Höhenflug","Sport"
2007-04-05,"Kringe begnadigt, Real Madrid verurteilt","Sport"
2007-04-05,"Arenas verletzt, Lakers verunsichert","Sport"
2007-04-05,"""Weber wollte den Schiri verprügeln""","Sport"
2007-04-03,"Gelb-schwarze Götter des Größenwahns","Sport"
2007-04-02,"Alte Männer und ein Artist","Sport"
2007-04-01,"Fürth gewinnt Kampf um den dritten Platz","Sport"
2007-03-31,"ManU souverän, Chelsea mit Last-Minute-Sieg","Sport"
2007-03-31,"Alle Spiele, alle Tore, alle alles","Sport"
2007-03-31,"Flinker Makaay, lahmer Klose","Sport"
2007-03-30,"Alle Spiele, alle Tore, alle alles","Sport"
2007-03-30,"Zwei Krisengipfel und ein Spitzenduell","Sport"
2007-03-26,"Real will Juan, der FC Bayern Marcell Jansen","Sport"
2007-03-25,"Schubert ausgezeichnet, Sturm zeigt Nerven","Sport"
2007-03-22,"Schuster soll Capello bei Real Madrid ablösen","Sport"
2007-03-20,"Fan attackiert Lampard, Rekordnationalspieler beendet Karriere","Sport"
2007-03-19,"Freezers-Star wehrt sich gegen Rassismus-Vorwürfe","Sport"
2007-03-19,"Kopfstoß in Cottbus, Kopfschütteln auf St. Pauli","Sport"
2007-03-18,"Abstauber, Dirigenten und ein Maurermeister","Sport"
2007-03-18,"Inter kann die Meisterfeier planen","Sport"
2007-03-18,"Fünf Teams machen Jagd auf die ""Zebras""","Sport"
2007-03-17,"Ballack trifft nach Einwechslung, ein Torwart per Freistoss","Sport"
2007-03-17,"Abstiegsangst bei Ekel-Ernst und Darling-Dolly","Sport"
2007-03-17,"Schalke hält Verfolger auf Distanz","Sport"
2007-03-17,"Trainerfrust und Schalker Glück","Sport"
2007-03-16,"Nächste Heimpleite für Hertha BSC","Sport"
2007-03-16,"Zwei Rückkehrer und ein Spitzenspiel","Sport"
2007-03-14,"Eintracht - bis zum Tod","Sport"
2007-03-12,"Magath will Pause statt Job in Dortmund","Sport"
2007-03-12,"Doll und Magath bei Dortmund im Gespräch","Sport"
2007-03-12,"Röber wirft hin","Sport"
2007-03-11,"Linker Oldie, flinker Grieche, alter Schwede","Sport"
2007-03-11,"Liebeserklärungen an Ottmar","Sport"
2007-03-11,"Messi rettet Barça gegen Real, ManU muss nachsitzen","Sport"
2007-03-10,"Alle Spiele, alle Tore, alle alles","Sport"
2007-03-10,"Die Totgesagten melden sich zurück","Sport"
2007-03-10,"Bayern im Pech, Bremen im Glück","Sport"
2007-03-09,"Alle Spiele, alle Tore, alle alles","Sport"
2007-03-09,"Tage der Entscheidung","Sport"
2007-03-09,"Bayerns Angriff auf den Titel","Sport"
2007-03-07,"Bundesliga-Clubs rebellieren gegen Ebay","Sport"
2007-03-06,"HSV bangt um van der Vaart, Hunt wird operiert","Sport"
2007-03-06,"""Wir werden die Italiener in diesem Jahr überholen""","Wirtschaft"
2007-03-05,"Karlsruher SC hält Aufstiegskurs","Sport"
2007-03-05,"Schlaudraff beschimpft Fans, Faßbender überwacht Bayer","Sport"
2007-03-04,"Rostocks Sturmflaute, Duisburg verliert","Sport"
2007-03-04,"Hitzfeld zurück ins TV, Ismaël zurück im Spiel","Sport"
2007-03-03,"Inter zieht davon, Krawalle in Frankreich","Sport"
2007-03-03,"Alle Spiele, alle Tore, alle alles","Sport"
2007-03-03,"Verzweifelte und Vollstrecker","Sport"
2007-03-03,"Trauma Tabellenführung","Sport"
2007-03-02,"Alle Spiele, alle Tore, alle alles","Sport"
2007-03-02,"VfB plant Titelfeiern, Genua-Präsident ins Gefängnis","Sport"
2007-03-02,"Rückkehrer und Gottesanbeter","Sport"
2007-02-28,"Skandal in Sevilla, Schuster im Halbfinale","Sport"
2007-02-26,"Vermummte Hooligans bedrohen Spieler von Dynamo Dresden","Sport"
2007-02-25,"Karlsruhe patzt, Verfolger im Torrausch","Sport"
2007-02-24,"Hamburg unten raus, Bayern oben dran","Sport"
2007-02-24,"Netzroller und fliegende Profis","Sport"
2007-02-23,"Alle Spiele, alle Tore, alle alles","Sport"
2007-02-23,"Triumph von Ottos treuen Knappen","Sport"
2007-02-23,"Abklatscher und Bekenner","Sport"
2007-02-21,"Uefa droht mit harten Sanktionen","Sport"
2007-02-20,"Polizei fahndet nach weiteren Randalierern","Sport"
2007-02-18,"Laute Männer, dicke Muskeln","Sport"
2007-02-18,"""Es nützt nichts, wenn ich Türen eintrete""","Sport"
2007-02-17,"Bremer Krise? Nur ein Irrtum!","Sport"
2007-02-17,"Ronaldo glänzt, Arsenal pennt","Sport"
2007-02-17,"Alle Spiele, alle Tore, alle alles","Sport"
2007-02-17,"Auswärtsmächte und Träumereien","Sport"
2007-02-16,"Abstiegskampf - willkommen in der Hölle","Sport"
2007-02-16,"Liebesbeweise und Versteckspiele","Sport"
2007-02-15,"Über Macclesfield nach Mailand","Sport"
2007-02-12,"Perspektiven in der Provinz","Sport"
2007-02-12,"Eine Faust für drei Punkte","Sport"
2007-02-11,"Freiburg weiter auf dem Vormarsch","Sport"
2007-02-10,"Begnadigter Beckham lässt Real jubeln","Sport"
2007-02-10,"Alle Spiele, alle Tore, alle alles","Sport"
2007-02-10,"Schalke zieht Bremen davon","Sport"
2007-02-10,"Bremer am Boden, Schalker mit Schale","Sport"
2007-02-09,"Alle Spiele, alle Tore, alle alles","Sport"
2007-02-09,"Die tapferen sieben Ulmer","Sport"
2007-02-05,"Regierung verbannt Zuschauer aus den Stadien","Sport"
2007-02-04,"Schalke stürzt Bremen von der Spitze","Sport"
2007-02-04,"Alle Spiele, alle Tore, alle alles","Sport"
2007-02-03,"Chelsea bringt ManU unter Zugzwang","Sport"
2007-02-03,"Zwei Holländer, drei Punkte","Sport"
2007-02-03,"Teufelchen im T-Shirt","Sport"
2007-02-03,"Straßenschlacht statt Fußballfest","Sport"
2007-02-03,"Prodi kündigt harte Maßnahmen an","Sport"
2007-02-02,"Polizist getötet - Kompletter Spieltag in Italien abgesagt","Sport"
2007-02-02,"Alle Spiele, alle Tore, alle alles","Sport"
2007-02-02,"Federico rettet KSC, Duisburg schlägt Aue","Sport"
2007-02-02,"Wiedersehen auf der Trainerbank","Sport"
2007-02-01,"Comeback mit Klickkonzert","Sport"
2007-02-01,"Das Ende einer dollen Zeit","Sport"
2007-01-31,"Chelsea bleibt an Manchester dran","Sport"
2007-01-31,"Tschechischer Motor, brasilianisches Bollwerk","Sport"
2007-01-31,"Bremen und Schalke distanzieren Verfolger","Sport"
2007-01-31,"Stille Post und fordernde Fans ","Sport"
2007-01-31,"Unglücklicher Felix, unbewegliche Bayern","Sport"
2007-01-30,"Mein linker, linker Platz ist frei","Sport"
2007-01-30,"Alle Spiele, alle Tore, alle alles","Sport"
2007-01-30,"Erster Sieg für Holger Fach","Sport"
2007-01-29,"KSC erkämpft sich Remis in Kaiserslautern","Sport"
2007-01-29,"Ein Küsschen zum Doppelpack","Sport"
2007-01-28,"Real armselig, Chelsea siegt ohne Ballack","Sport"
2007-01-27,"Raketenstart dank Neururer","Sport"
2007-01-27,"Alle Spiele, alle Tore, alle alles","Sport"
2007-01-27,"Kuranyi schießt Schalke an die Spitze","Sport"
2007-01-27,"Schneewalzer und gefangene Knappen","Sport"
2007-01-26,"Alle Spiele, alle Tore, alle alles","Sport"
2007-01-26,"Rückkehrer und Richtungsanzeiger","Sport"
2007-01-25,"Dänemark mit Sensation, Frankreich ohne Mühe","Sport"
2007-01-25,"Hup-Konzerte im ewigen Eis","Sport"
2007-01-21,"Franzosen triumphieren, Russen zittern","Sport"
2007-01-21,"Arsenal hilft Chelsea, Inter siegt, Totti fliegt","Sport"
2007-01-19,"Alle Spiele, alle Tore, alle alles","Sport"
2007-01-19,"Offenbach siegt weiter, Lautern stolpert","Sport"
2007-01-19,"Hilfe, die Russen kommen!","Sport"
2007-01-05,"Ehrhoff schickt Hasek auf die Bank","Sport"
2007-01-01,"Denver und Cincinnati raus, Kansas City drin","Sport"
2006-12-26,"Elf Anwärter für drei freie Plätze","Sport"
2006-12-24,"Inter souverän, Chelsea glücklich","Sport"
2006-12-20,"Phantomtor für Juve, Sperren für Ecuadors Rüpel","Sport"
2006-12-20,"Triumph eines zerstrittenen Teams","Sport"
2006-12-19,"Frankfurt ringt Köln nieder","Sport"
2006-12-17,"Ballack trifft für Chelsea, Wenger muss auf die Tribüne","Sport"
2006-12-17,"Glückskind trotz Unglückszahl","Sport"
2006-12-17,"Katrin Göring-Eckardt","Politik"
2006-12-16,"Schöne Bescherung","Sport"
2006-12-16,"Alle Spiele, alle Tore, alle alles","Sport"
2006-12-16,"Klarer Auswärtssieg für Bayern","Sport"
2006-12-16,"Fußball-Ballett und haarige Duelle","Sport"
2006-12-15,"Cottbus klagt, dos Santos vor Wechsel","Sport"
2006-12-15,"Alle Spiele, alle Tore, alle alles","Sport"
2006-12-15,"Kellerduell im Westen","Sport"
2006-12-13,"Frankfurt schrammt an Sensation vorbei","Sport"
2006-12-12,"CHRONIK MAI","Politik"
2006-12-12,"Lehmann versöhnlich, Magath kritisiert Löw","Sport"
2006-12-11,"Tomlinson stellt NFL-Rekord auf","Sport"
2006-12-11,"""Das entlaufene Teletubbi""","Sport"
2006-12-10,"Vorfahrt für Speed","Sport"
2006-12-09,"Rückschlag für Düsseldorf, ""Euro-Eddie"" wird Trainer","Sport"
2006-12-09,"Alle Spiele, alle Tore, alle alles","Sport"
2006-12-09,"Ein stürmender Verteidiger und glücklose Stürmer","Sport"
2006-12-09,"Bremen top, HSV patzt","Sport"
2006-12-08,"Leverkusen ringt Hertha nieder","Sport"
2006-12-08,"Alle Spiele, alle Tore, alle alles","Sport"
2006-12-08,"Ballack unantastbar, nicht so Nicht","Sport"
2006-12-08,"Fingerspiele, Verbeugung, Tristesse","Sport"
2006-12-08,"Wie Bremens Kutzop die Meisterschaft verschoss","Sport"
2006-12-07,"Feyenoord kommt glimpflich davon","Sport"
2006-12-07,"Fans gründen Fonds für Klagen gegen DFB","Sport"
2006-12-06,"Arsenal zittert sich weiter","Sport"
2006-12-05,"HSV an Schalkes Rost interessiert","Sport"
2006-12-05,"Bittere Pille für den Gesundbeter","Sport"
2006-12-04,"Colts verpassen vorzeitigen Playoff-Einzug","Sport"
2006-12-03,"Rückschlag für Karlsruhe, Blamage für 1860","Sport"
2006-12-02,"Alle Spiele, alle Tore, alle alles","Sport"
2006-12-02,"Dämpfer für Bayern, Chaos beim HSV","Sport"
2006-12-02,"Dämpfer für Bayern, Chaos beim HSV","Sport"
2006-12-01,"Stuttgart lässt in Mainz Punkte","Sport"
2006-12-01,"Alle Spiele, alle Tore, alle alles","Sport"
2006-12-01,"""Es ist nicht sicher, dass der Club das überlebt""","Sport"
2006-12-01,"Hockjubler und Frustblicker","Sport"
2006-11-30,"Alles und jeden im Griff","Sport"
2006-11-29,"Ballack köpft Chelsea zum Sieg","Sport"
2006-11-29,"Nächste Pleite für Bayer 04","Sport"
2006-11-26,"Stuttgart bleibt an Schalke dran","Sport"
2006-11-26,"BVB im Plus, Buchwald in Wartestellung","Sport"
2006-11-25,"Rooneys Unterschrift, Juves Aufholjagd","Sport"
2006-11-25,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-25,"Stolpersteine und Überflieger","Sport"
2006-11-25,"Deisler führt Bayern zum Sieg","Sport"
2006-11-25,"""Drei Punkte mehr, und die Welt ist heil""","Sport"
2006-11-24,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-24,"Rostock Spitze, Lautern enttäuscht","Sport"
2006-11-24,"Dolls nächste Hürde","Sport"
2006-11-23,"Zweifel bei Bremer Helden","Sport"
2006-11-22,"Bayern verspielt den Auswärtssieg","Sport"
2006-11-21,"Celtic schlägt Manchester, Real rettet Punkt","Sport"
2006-11-20,"Ermittlungen gegen Sander, Rekordsünder Vasoski geschont","Sport"
2006-11-20,"Cowboys zerlegen Colts, Jagrs Meilenstein","Sport"
2006-11-19,"Die Siegertypen","Sport"
2006-11-19,"Real Madrid siegt, Edu fällt lange aus","Sport"
2006-11-18,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-18,"Schalke vorn, Nürnberg siegt mal wieder","Sport"
2006-11-18,"Fromme Wünsche und schnelle Tore","Sport"
2006-11-18,"Elber hört auf, Dos Santos soll Praxis sammeln","Sport"
2006-11-17,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-17,"Spitzenspiel und Krisengipfel","Sport"
2006-11-14,"Hecht erfolgreich, Kölzig in Topform","Sport"
2006-11-13,"Viererpack von van Nistelrooy, Palermo top","Sport"
2006-11-13,"Doppelte Zwetschge","Sport"
2006-11-12,"Duisburg auf Aufstiegsplatz, Köln weiter sieglos","Sport"
2006-11-12,"Wehen und Osnabrück an der Spitze","Sport"
2006-11-11,"Nedved und Drogba treffsicher","Sport"
2006-11-11,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-11,"Bayern mit Moral, Doll vor dem Aus","Sport"
2006-11-11,"Motivator und zwei Schreihälse","Sport"
2006-11-10,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-09,"Die Heimspiele des Grauens","Sport"
2006-11-08,"Hannover schafft Sensation in München","Sport"
2006-11-08,"Kölner Katastrophe, Lauterer Feuerwerk","Sport"
2006-11-07,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-07,"Doll das Objekt der Begierde","Sport"
2006-11-07,"Spielplan 2006/2007","Sport"
2006-11-07,"Bremen top, HSV am Boden","Sport"
2006-11-07,"KSC demontiert 1860 München","Sport"
2006-11-07,"Scheich kauft WM-Ball, Lehmann versteigert WM-Zettel","Sport"
2006-11-07,"Die Überflieger und der Rausflieger","Sport"
2006-11-06,"Hamburgs hausgemachter Absturz","Sport"
2006-11-06,"Glückliche Stürmer und ein Kämpfer","Sport"
2006-11-05,"Fantastischer Zickler","Sport"
2006-11-05,"Der Frust der Verlierer","Sport"
2006-11-05,"Surrealer Almabtrieb beim brisanten Ostduell","Sport"
2006-11-04,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-04,"Frust und Finessen","Sport"
2006-11-04,"Cottbus punktet in Bremen, VfB marschiert","Sport"
2006-11-03,"Bochum schießt Hannover ans Tabellenende","Sport"
2006-11-03,"Alle Spiele, alle Tore, alle alles","Sport"
2006-11-03,"Als Olli Kahn Heiko Herrlich anknabberte","Sport"
2006-11-02,"Siegen oder fliegen","Sport"
2006-11-01,"Pleite für Manchester, Real im Achtelfinale","Sport"
2006-11-01,"Bye bye Europa","Sport"
2006-11-01,"Barça und Chelsea droht ein Nachspiel","Sport"
2006-11-01,"Gelassenheit in der Todesgruppe","Sport"
2006-11-01,"Chelsea düpiert Barcelona","Sport"
2006-10-31,"Bremen siegt, Bayern ist im Achtelfinale","Sport"
2006-10-29,"Stuttgart feiert, Bielefeld demütigt Aachen","Sport"
2006-10-29,"Unentschieden im Top-Duell, KSC an der Spitze","Sport"
2006-10-28,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-28,"Bayern bleiben an Bremen dran","Sport"
2006-10-28,"Wegweiser und Fehlschüsse","Sport"
2006-10-27,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-27,"Krisenclubs und Höhenflieger","Sport"
2006-10-25,"Real entgeht Blamage, Inter Tabellenführer","Sport"
2006-10-24,"Köln entzaubert Schalke","Sport"
2006-10-24,"Jancker geht, bei 1860 geht gar nichts","Sport"
2006-10-24,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-23,"Flyers feuern Trainer, Steelers in der Krise","Sport"
2006-10-23,"Wer hat Angst vor Christoph Daum?","Sport"
2006-10-22,"Streicheleinheiten aus Bremen","Sport"
2006-10-22,"Joker Guerrero erlöst den HSV","Sport"
2006-10-22,"Rostock quält sich an die Spitze","Sport"
2006-10-21,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-21,"Viele Rote Karten und ein Totalausfall ","Sport"
2006-10-21,"Bayern-Eigentor besiegelt Bremens Erfolg","Sport"
2006-10-20,"Torfestival in Fürth und Karlsruhe","Sport"
2006-10-19,"Kahn schimpft, Werder träumt","Sport"
2006-10-17,"Real rehabilitiert sich, ManU siegt","Sport"
2006-10-16,"""Wettrennen zwischen Könnern und Stümpern""","Sport"
2006-10-15,"Lufthoheiten und Einschleicher","Sport"
2006-10-15,"Schädelbruch bei Cech, Gladbach ohne Polanski","Sport"
2006-10-14,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-14,"Torjäger, Elfmeterkiller und Rotsünder","Sport"
2006-10-14,"Bremen Spitze, Bayern feiern, HSV am Ende","Sport"
2006-10-13,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-13,"Schweinsteiger schießt 1860 ab","Sport"
2006-10-13,"Energiegeladen zum Krisengipfel","Sport"
2006-10-12,"Verdeckter Rassismus in deutschen Stadien nimmt zu","Sport"
2006-10-12,"Frischzellenkur für die Alte Dame","Sport"
2006-10-08,"Flensburg Erster, Gummersbach auch","Sport"
2006-10-08,"Im falschen Film","Sport"
2006-10-05,"Kiel und Gummersbach holen zweiten Sieg","Sport"
2006-10-02,"Spielplan 2006/2007","Sport"
2006-10-02,"Der Ball als Feind der Bayern","Sport"
2006-10-01,"Alle Spiele, alle Tore, alle alles","Sport"
2006-10-01,"""Die jungen Kerle sind häufig verwöhnt""","Sport"
2006-09-30,"Alle Spiele, alle Tore, alle alles","Sport"
2006-09-30,"Wolfsburg stürzt Bayern von der Spitze","Sport"
2006-09-30,"Blamable Bayern, ballernde Bremer","Sport"
2006-09-29,"Paderborn überrascht Spitzenreiter Köln","Sport"
2006-09-29,"Paraden für drei Punkte","Sport"
2006-09-27,"Geldstrafen gegen Aachen und Gladbach","Sport"
2006-09-26,"Jubelnde Stars, ausgepfiffener Star","Sport"
2006-09-26,"Real feiert Raúl, Arsenal makellos","Sport"
2006-09-25,"Von Koksbarden und Verwaltungskicks","Sport"
2006-09-25,"Höhenflieger mit Verfallsdatum","Sport"
2006-09-24,"Tänzer und Torjäger","Sport"
2006-09-24,"Bochum landet ersten Saisonsieg","Sport"
2006-09-24,"Niederlage für Trapattoni, Krawalle auf Sizilien","Sport"
2006-09-23,"Alle Spiele, alle Tore, alle alles","Sport"
2006-09-23,"Alte Hasen, viele Jäger","Sport"
2006-09-23,"Zehn Hamburger retten Remis gegen Bremen","Sport"
2006-09-22,"Mönchengladbach erklimmt Tabellenspitze","Sport"
2006-09-22,"Alle Spiele, alle Tore, alle alles","Sport"
2006-09-21,"Blamagen, Krawalle und ein Tor aus 55 Metern","Sport"
2006-09-18,"Das Team der Außenseiter","Sport"
2006-09-17,"Ballack fliegt, Matthäus siegt","Sport"
2006-09-16,"Dresden und Stuttgart obenauf","Sport"
2006-09-16,"Juve siegt, Beckham hofft","Sport"
2006-09-16,"Alle Spiele, alle Tore, alle alles","Sport"
2006-09-16,"Favoritenstürze und Freudentänze","Sport"
2006-09-16,"Bielefeld blamiert die Bayern","Sport"
2006-09-16,"St. Pauli erholt, Hoffenheim stolpert","Sport"
2006-09-15,"Hannover siegt bei Heckings Einstand","Sport"
2006-09-15,"Alle Spiele, alle Tore, alle alles","Sport"
2006-09-15,"""Alles charakterlich saubere Leute""","Panorama"
2006-09-13,"Real patzt, Solksjaer rettet ManU","Sport"
2006-09-12,"Barça brillant, Inter peinlich","Sport"
2006-09-12,"Alle Spiele, alle Tore","Sport"
2006-09-11,"Van Nistelrooy trifft dreimal für Real","Sport"
2006-09-11,"Favoriten mit Fehlstart","Sport"
2006-09-07,"Zigarette in der Halbzeitpause","Sport"
2006-09-06,"Kondom an den Füßen","Sport"
2006-09-06,"Die Minimalisten vom Zonenrand","Sport"
2006-09-05,"Straftat U-Bahn-Fahren","Sport"
2006-09-02,"Die EM-Qualifikationsspiele am Samstag","Sport"
2006-09-01,"Von der Bank gekippt","Sport"
2006-08-28,"Chelsea siegt mit Ballack, Real bleibt blass","Sport"
2006-08-27,"Hertha verpasst Tabellenführung","Sport"
2006-08-27,"Konkurrenten ziehen an Köln vorbei","Sport"
2006-08-27,"Im Fußball-Labor","Sport"
2006-08-26,"Deutsche Fußballerinnen weiter souverän","Sport"
2006-08-26,"Alle Spiele, alle Tore, alle alles","Sport"
2006-08-26,"Schwarz-Gelb jubelt, Rot patzt","Sport"
2006-08-26,"Bayern trifft das leere Tor nicht","Sport"
2006-08-25,"Alle Spiele, alle Tore, alle alles","Sport"
2006-08-25,"Magier Meyer contra Meister Magath","Sport"
2006-08-24,"Hammerlos für Bremen, HSV und Bayern im Glück","Sport"
2006-08-23,"Ballack fehlt, Chelsea patzt","Sport"
2006-08-22,"Der Gipfel des Durchwurschtelns","Sport"
2006-08-21,"Gute Seiten, schlechte Karten","Sport"
2006-08-21,"Ceni, König der Scharfschützen","Sport"
2006-08-20,"Verteidiger werden Torjäger","Sport"
2006-08-20,"Bayern siegt mit Mühe, Stuttgart mit toller Moral","Sport"
2006-08-20,"Köln nach Kantersieg an der Spitze","Sport"
2006-08-19,"Lübecker verlieren, Dresdner randalieren","Sport"
2006-08-19,"Bremen siegt, Hannover geht unter","Sport"
2006-08-19,"Von Sündern und Helden","Sport"
2006-08-18,"Erfolge für Rostock und München","Sport"
2006-08-16,"Am Kap der großen Probleme","Sport"
2006-08-15,"Handeln wie der Meister!","Sport"
2006-08-14,"""In der irdischen Realität angelangt""","Sport"
2006-08-14,"Futtern bei Muttern","Sport"
2006-08-13,"Alle Spiele, alle Tore, alle alles","Sport"
2006-08-13,"Nur Duisburg und Aue siegen","Sport"
2006-08-13,"Matthäus-Club strauchelt, Micoud trifft","Sport"
2006-08-13,"Blamage für Rangnick, Dresden ist spitze","Sport"
2006-08-13,"Arenas gelungene Premiere","Sport"
2006-08-12,"Schreihälse und Rotsünder","Sport"
2006-08-12,"Frust in Hamburg und auf Schalke","Sport"
2006-08-12,"Mai","Sport"
2006-08-11,"Knapper Sieg für Kaiserslautern","Sport"
2006-08-11,"Internet-TV startet mit Mini-Kundschaft","Wirtschaft"
2006-08-10,"Pleite für Hoffenheim, Düsseldorf am Ende","Sport"
2006-07-30,"Sorgen um Merk, Druck für Ballack","Sport"
2006-07-25,"HSV verzichtet auf Makaay, Bilic coacht Kroatien","Sport"
2006-07-20,"Zickler lässt Trapattoni jubeln, Marcelinho in Topform","Sport"
2006-07-14,"O2 plant Internet-TV","Netzwelt"
2006-07-12,"Arena und Premiere teilen sich Bundesliga","Wirtschaft"
2006-07-02,"Fan-Fest im Township","Sport"
2006-07-02,"Blues statt Samba","Sport"
2006-06-26,"Bayern beginnt gegen Dortmund","Sport"
2006-06-23,"Golz hört auf, Grönkjaer geht","Sport"
2006-06-23,"Spaniens B-Elf quält sich zum Gruppensieg","Sport"
2006-06-23,"Lasst die Luft aus der WM!","Sport"
2006-06-22,"Die Afrikaner erreichen das Achtelfinale","Sport"
2006-06-22,"Der Spaß-Macher","Sport"
2006-06-19,"Gyan bleibt gesperrt, Gilardino ist fit","Sport"
2006-06-18,"Kroatien auch gegen Japan ohne WM-Tor","Sport"
2006-06-16,"Niederlande ziehen ins Achtelfinale ein","Sport"
2006-06-15,"Massive Angriffe auf Polizei","Politik"
2006-06-14,"Deutsche Hooligans attackieren Polizei","Politik"
2006-06-14,"""Wenn es knallt, dann gegen Polen""","Sport"
2006-06-11,"Im Lande Winnetous","Politik"
2006-06-08,"Mehr als nur ein Spiel","Sport"
2006-06-02,"Eva Padberg trainiert für die WM","Panorama"
2006-05-31,"Kiefer gewinnt Marathon-Match","Sport"
2006-05-29,"Absturz in die vierte Liga","Sport"
2006-05-23,"Heynckes kehrt zurück nach Gladbach","Sport"
2006-05-23,"Heynckes wird neuer Gladbach-Trainer","Sport"
2006-05-23,"Zusammenstoß mit einem Engel","Sport"
2006-05-22,"Berlin und Bamberg auf Finalkurs","Sport"
2006-05-21,"Quintett verlässt Lautern, Preetz bleibt bei Hertha","Sport"
2006-05-20,"Essen und Jena zurück im Profifußball","Sport"
